date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:03:45	295746/295746	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:14:13%20GMT	https://static.wixstatic.com/media/93910a_21098e59fa304942aaafae64ef285a3d~mv2.png/v1/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_21098e59fa304942aaafae64ef285a3d~mv2.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_21098e59fa304942aaafae64ef285a3d_mv2.png/v1/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_21098e59fa304942aaafae64ef285a3d_mv2.png	(from https://www.aikido-unite.com/stages)
01:03:45	96230/96230	---M--	200	added ('OK')	application/pdf	etag:%22087c487e98b7d09209ec6563730c807d%22	https://www.aikido-unite.com/_files/ugd/93910a_2766017c09364abd94d8f7b0f0006edc.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/interclub%20chambourcy%209%20f%C3%A9vr%202025.pdf_;%20filename_=UTF-8''interclub%20chambourcy%209%20f%C3%A9vr%202025.pdf	(from https://www.aikido-unite.com/stages)
01:03:45	1418731/1418731	---M--	200	added ('OK')	application/pdf	etag:%22a1af27aee48dc7badd76b7f97544cb87%22	https://www.aikido-unite.com/_files/ugd/93910a_3f2a4afb5e0744d98aa6f735b26eaf02.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/nomenclature_technique.pdf_;%20filename_=UTF-8''nomenclature_technique.pdf	(from https://www.aikido-unite.com/prepa-ceintures)
01:03:45	53484/53484	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jul%202026%2023:03:45%20GMT	https://static.wixstatic.com/media/93910a_07ee9fc06b1142dca43b57076059c9af~mv2.jpg/v1/crop/x_0,y_221,w_616,h_429/fill/w_460,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Stage%20Interclub%20Chambourcy%209%20fevr%202025_e.jpg	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_07ee9fc06b1142dca43b57076059c9af_mv2.jpg/v1/crop/x_0,y_221,w_616,h_429/fill/w_460,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_av/Stage%20Interclub%20Chambourcy%209%20fevr%202025_e.3b.del	(from https://www.aikido-unite.com/stages)
01:03:45	186850/186850	---M--	200	added ('OK')	application/pdf	etag:%22bf0a9a8fe2f12edf1fb7a00685ec0ad5%22	https://www.aikido-unite.com/_files/ugd/93910a_fdf7e61e3ae647a086ca535582cf5a51.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/affiche_stage_jeune_ghaan_vineuil_mars_2025.pdf_;%20filename_=UTF-8''affiche_stage_jeune_ghaan_vineuil_mars_2025.pdf	(from https://www.aikido-unite.com/stages)
01:03:46	320745/320745	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:14:15%20GMT	https://static.wixstatic.com/media/93910a_29b387084cc34a189ad10b352c560de3~mv2.png/v1/crop/x_0,y_220,w_624,h_434/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/affiche_stage_jeune_ghaan_vineuil_mars_2025.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_29b387084cc34a189ad10b352c560de3_mv2.png/v1/crop/x_0,y_220,w_624,h_434/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_av/affiche_stage_jeune_ghaan_vineuil_mars_2025.3d	(from https://www.aikido-unite.com/stages)
01:03:46	117269/117269	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202026%2022:14:16%20GMT	https://static.wixstatic.com/media/93910a_9892826e64b94c5baccfd580436f29ac~mv2.png/v1/crop/x_0,y_174,w_619,h_430/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_9892826e64b94c5baccfd580436f29ac~mv2.png	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_9892826e64b94c5baccfd580436f29ac_mv2.png/v1/crop/x_0,y_174,w_619,h_430/fill/w_460,h_320,al_c,q_85,usm_0.66_1.00_0.01,enc_av/93910a_9892826e64b94c5baccfd580436f29ac_mv2.3f	(from https://www.aikido-unite.com/stages)
01:03:48	58267/58267	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jul%202026%2022:14:16%20GMT	https://static.wixstatic.com/media/93910a_a230f37cfb8f4df1aa16e18d5099173d~mv2.jpg/v1/crop/x_0,y_0,w_850,h_591/fill/w_460,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/93910a_a230f37cfb8f4df1aa16e18d5099173d~mv2.jpg	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_a230f37cfb8f4df1aa16e18d5099173d_mv2.jpg/v1/crop/x_0,y_0,w_850,h_591/fill/w_460,h_320,al_c,q_80,usm_0.66_1.00_0.01,enc_av/93910a_a230f37cfb8f4df1aa16e18d5099173d_mv2.40.de	(from https://www.aikido-unite.com/stages)
01:03:48	79138/79138	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Jul%202026%2022:14:16%20GMT	https://static.wixstatic.com/media/93910a_da936790fe9d4eb7aeb030ee3a005ee5~mv2.jpg/v1/crop/x_0,y_109,w_636,h_665/fill/w_502,h_525,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Stage%20Pont%20L'eveque%2026-27%20avril%202025%20Tho.jpg	D:/AikidoUnite/SiteAikidoUnite/static.wixstatic.com/media/93910a_da936790fe9d4eb7aeb030ee3a005ee5_mv2.jpg/v1/crop/x_0,y_109,w_636,h_665/fill/w_502,h_525,al_c,q_80,usm_0.66_1.00_0.01,enc_av/Stage%20Pont%20L'eveque%2026-27%20avril%202025%20Tho.42.del	(from https://www.aikido-unite.com/stages)
01:03:50	2206/2206	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Jul%202026%2023:03:49%20GMT	https://www.aikido-unite.com/api	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/api.43.delayed	(from https://www.aikido-unite.com/api/)
01:03:50	469964/469964	---M--	200	added ('OK')	application/pdf	etag:%226f7a40050bd7980c5baafa38d14940be%22	https://www.aikido-unite.com/_files/ugd/93910a_ac65bd946210483bb1cafe12cc68a48f.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/Stage%20Pont%20L%27eveque%2026-27%20avril%202025%20Thomas%20Tessier.pdf_;%20filename_=UTF-8''Stage%20Pont%20L%27eveque%2026-27%20avril%202025%20Thomas%20Tessier.pdf	(from https://www.aikido-unite.com/stages)
01:03:50	2206/2206	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Jul%202026%2023:03:50%20GMT	https://www.aikido-unite.com/envelope	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/envelope.44.delayed	(from https://www.aikido-unite.com/envelope/)
01:03:50	1327341/1327341	---M--	200	added ('OK')	application/pdf	etag:%227366b0b2053742cb783e0862caa11e96%22	https://www.aikido-unite.com/_files/ugd/93910a_d38c93a9393c4dc996cf15d563eb492c.pdf	D:/AikidoUnite/SiteAikidoUnite/www.aikido-unite.com/_files/ugd/Stage%20M%C3%A9moire%20Ma%C3%AEtre%20Nocquet%202025.pdf_;%20filename_=UTF-8''Stage%20M%C3%A9moire%20Ma%C3%AEtre%20Nocquet%202025.pdf	(from https://www.aikido-unite.com/stages)
